"","Brand","Country","Whiskies","Votes","Rating","WB Ranking",""
"1465","Gentry","United States",1,NA,NA,"G",NA
"1466","Genuine Scotch","Scotland",1,NA,NA,"G",NA
"1467","Geo. Roe & Co's","Ireland",4,1,84,"D",NA
"1468","Geometrika","",1,NA,NA,"G",NA
"1469","George","Austria",1,NA,NA,"G",NA
"1470","George Denis","Scotland",1,NA,NA,"G",NA
"1471","George Dickel","United States",59,34,80.77,"D",NA
"1472","George Remus","United States",2,NA,NA,"G",NA
"1473","George T. Stagg","United States",18,18,89.1,"C",NA
"1474","George Urquhart","Scotland",1,NA,NA,"G",NA
"1475","George Washington","United States",3,NA,NA,"G",NA
"1476","Georgia Moon","United States",2,1,47.85,"G",NA
"1477","Gerhard Büchner","Germany",4,3,66.28,"G",NA
"1478","Gerlachus WiskiE","Netherlands",7,2,64.5,"G",NA
"1479","Germain Bros.","Scotland",1,NA,NA,"G",NA
"1480","Gerston","Scotland",8,7,84.05,"D",NA
"1481","Geulhems Goud","Belgium",2,1,85,"C",NA
"1482","Geuting","Germany",18,9,75.52,"E",NA
"1483","Ghibinèt","Italy",2,2,75.67,"E",NA
"1484","Ghillie","Scotland",1,1,85,"C",NA
"1485","Ghost Owl","United States",2,2,50.5,"G",NA
"1486","Giant's  Causeway","Germany",NA,NA,NA,"G",NA
"1487","Giant's Choice","Ireland",1,1,84.2,"D",NA
"1488","Gibson's Finest","Canada",13,5,79.97,"E",NA
"1489","Gilavar","Azerbaijan",1,NA,NA,"G",NA
"1490","Gilbey's","Scotland",7,2,84.38,"D",NA
"1491","Gillon's","Scotland",1,NA,NA,"G",NA
"1492","Gilors","Germany",13,9,65.22,"G",NA
"1493","Ginkgo","Japan",1,1,84.5,"D",NA
"1494","Girvan","Scotland",133,92,83.81,"D",NA
"1495","Give 'n' Tell","Scotland",1,1,91,"B",NA
"1496","Gjoleid","Norway",5,5,78.13,"E",NA
"1497","Glacier Distilling","United States",5,1,63,"G",NA
"1498","Glamis","Scotland",8,4,81.38,"D",NA
"1499","Glamis Castle","Scotland",2,1,90,"B",NA
"1500","Glan Iarran","Germany",1,NA,NA,"G",NA
"1501","Glan Taint","Germany",1,NA,NA,"G",NA
"1502","Glann ar Mor","France",26,19,82.86,"D",NA
"1503","Glasgow City of Culture","Scotland",1,NA,NA,"G",NA
"1504","Glasgow European City of Culture","Scotland",1,NA,NA,"G",NA
"1505","Glasgow Herald","Scotland",1,1,86.5,"C",NA
"1506","Gleaming","Scotland",1,1,89.92,"C",NA
"1507","Gleann Banbh","Scotland",5,5,84.02,"D",NA
"1508","Gleann Muir","Switzerland",1,NA,NA,"G",NA
"1509","Glen","Scotland",7,6,80.89,"D",NA
"1510","Glen Adam","Scotland",3,1,80.63,"D",NA
"1511","Glen Afton","Scotland",1,NA,NA,"G",NA
"1512","Glen Alan","Scotland",1,NA,NA,"G",NA
"1513","Glen Alba","Scotland",2,2,84.25,"D",NA
"1514","Glen Albyn","Scotland",151,102,86.06,"C",NA
"1515","Glen Ardoch","Scotland",3,2,58.65,"G",NA
"1516","Glen Argyll","Scotland",1,NA,NA,"G",NA
"1517","Glen Arvin","Scotland",1,NA,NA,"G",NA
"1518","Glen Avon","Scotland",44,34,88.69,"C",NA
"1519","Glen Bannock","Scotland",2,NA,NA,"G",NA
"1520","Glen Bervie","Scotland",1,1,50,"G",NA
"1521","Glen Blair","Scotland",6,1,73,"F",NA
"1522","Glen Breton","Canada",25,11,76.07,"E",NA
"1523","Glen Broch","Scotland",4,3,67.35,"G",NA
"1524","Glen Brora","Scotland",1,1,90,"B",NA
"1525","Glen Burn","Scotland",2,NA,NA,"G",NA
"1526","Glen Cairn","Scotland",7,NA,NA,"G",NA
"1527","Glen Calder","Scotland",10,3,83.9,"D",NA
"1528","Glen Carren","Scotland",3,NA,NA,"G",NA
"1529","Glen Carron","Scotland",2,NA,NA,"G",NA
"1530","Glen Castle","",10,2,90.13,"B",NA
"1531","Glen Catrine","Scotland",3,1,77,"E",NA
"1532","Glen Cawdor","Scotland",8,6,92.05,"B",NA
"1533","Glen Clova","Scotland",2,NA,NA,"G",NA
"1534","Glen Clyde","Scotland",7,4,61.29,"G",NA
"1535","Glen Corrie","Scotland",1,NA,NA,"G",NA
"1536","Glen Coulmony","Scotland",1,NA,NA,"G",NA
"1537","Glen Craige","Scotland",1,1,83,"D",NA
"1538","Glen Crinan","Scotland",6,1,63,"G",NA
"1539","Glen Darbach","Scotland",1,NA,NA,"G",NA
"1540","Glen Deer","Scotland",1,1,88.55,"C",NA
"1541","Glen Demort","Scotland",2,1,92,"B",NA
"1542","Glen Deveron","Scotland",75,42,81.89,"D",NA
"1543","Glen Dhu","Scotland",1,1,74,"F",NA
"1544","Glen Dorsey","Scotland",1,NA,NA,"G",NA
"1545","Glen Douglas","Scotland",5,4,77.49,"E",NA
"1546","Glen Downan","Scotland",2,1,81,"D",NA
"1547","Glen Drumm","Scotland",3,1,94,"B",NA
"1548","Glen Drummond","Scotland",5,4,84.75,"D",NA
"1549","Glen Eagle","Scotland",5,1,82,"D",NA
"1550","Glen Eason","Scotland",1,NA,NA,"G",NA
"1551","Glen Edward's","Scotland",2,1,78,"E",NA
"1552","Glen Elg","Scotland",2,NA,NA,"G",NA
"1553","Glen Elgin","Scotland",399,310,86.15,"C",NA
"1554","Glen Ellis","Scotland",1,NA,NA,"G",NA
"1555","Glen Els","Germany",212,180,86.04,"C",NA
"1556","Glen Faye","Scotland",1,NA,NA,"G",NA
"1557","Glen Findlay","Scotland",1,NA,NA,"G",NA
"1558","Glen Finloch","Scotland",4,1,77,"E",NA
"1559","Glen Fiona","United Kingdom",NA,NA,NA,"G",NA
"1560","Glen Flagler","Scotland",33,23,85.02,"C",NA
"1561","Glen Fohdry","Scotland",3,NA,NA,"G",NA
"1562","Glen Forrest","Scotland",1,1,66,"G",NA
"1563","Glen Foster","Scotland",1,1,78,"E",NA
"1564","Glen Foyle","Scotland",2,NA,NA,"G",NA
"1565","Glen Franciscan","Scotland",3,1,88,"C",NA
"1566","Glen Fraser","Scotland",5,3,90.4,"B",NA
"1567","Glen Fruin","Scotland",1,NA,NA,"G",NA
"1568","Glen Fyne","Scotland",1,1,78,"E",NA
"1569","Glen Galwan","Scotland",2,1,70,"F",NA
"1570","Glen Garioch","Scotland",549,422,86.03,"C",NA
"1571","Glen Garry","Scotland",7,5,77.97,"E",NA
"1572","Glen Garvin","Scotland",1,NA,NA,"G",NA
"1573","Glen Gency","Scotland",3,NA,NA,"G",NA
"1574","Glen George","Scotland",1,1,86.67,"C",NA
"1575","Glen Ghillie","Scotland",1,NA,NA,"G",NA
"1576","Glen Gordon","Scotland",12,10,90.06,"B",NA
"1577","Glen Graeme","Scotland",3,NA,NA,"G",NA
"1578","Glen Grant","Scotland",1297,986,87.2,"C",NA
"1579","Glen Green","Scotland",1,1,50,"G",NA
"1580","Glen Grigor","Scotland",2,NA,NA,"G",NA
"1581","Glen Grouse","Scotland",2,1,75.5,"E",NA
"1582","Glen Gyle","Scotland",3,2,80.5,"D",NA
"1583","Glen Hood","Scotland",1,1,66.33,"G",NA
"1584","Glen Hunter","Scotland",2,NA,NA,"G",NA
"1585","Glen Ila","Scotland",3,2,85.13,"C",NA
"1586","Glen Keith","Scotland",406,324,86.75,"C",NA
"1587","Glen Kella","United Kingdom",4,3,69.58,"G",NA
"1588","Glen Kirk","Scotland",6,4,72.54,"F",NA
"1589","Glen Lairg","Scotland",1,NA,NA,"G",NA
"1590","Glen Laogh","Scotland",1,NA,NA,"G",NA
"1591","Glen Leora","Scotland",1,NA,NA,"G",NA
"1592","Glen Lord","Scotland",2,NA,NA,"G",NA
"1593","Glen Lyon","Scotland",3,1,86.75,"C",NA
"1594","Glen Mac Clay","Scotland",1,NA,NA,"G",NA
"1595","Glen Mansion","Scotland",1,1,40,"G",NA
"1596","Glen Marnoch","Scotland",15,11,80.05,"D",NA
"1597","Glen Martin","Scotland",2,1,82,"D",NA
"1598","Glen Mavis","Scotland",1,1,82,"D",NA
"1599","Glen Mhor","Scotland",203,157,86.76,"C",NA
"1600","Glen Mill","Scotland",1,NA,NA,"G",NA
"1601","Glen Mist","Scotland",1,NA,NA,"G",NA
"1602","Glen Monson","Scotland",1,NA,NA,"G",NA
"1603","Glen Moore","Scotland",1,NA,NA,"G",NA
"1604","Glen Morar","Scotland",1,NA,NA,"G",NA
"1605","Glen Moray","Scotland",776,548,85.7,"C",NA
"1606","Glen Morgain","Scotland",1,1,28.5,"G",NA
"1607","Glen Morris","Scotland",4,2,78,"E",NA
"1608","Glen Morven","Scotland",9,6,73.25,"F",NA
"1609","Glen Ness","Scotland",2,NA,NA,"G",NA
"1610","Glen Nevis","Scotland",10,1,84.6,"D",NA
"1611","Glen Nicol","Scotland",3,NA,NA,"G",NA
"1612","Glen Olo","Scotland",1,1,89.29,"C",NA
"1613","Glen Orchy","Scotland",5,3,69.77,"G",NA
"1614","Glen Ord","Scotland",261,199,84.91,"D",NA
"1615","Glen Orrin","Scotland",2,2,78.59,"E",NA
"1616","Glen Orson","Scotland",3,1,69,"G",NA
"1617","Glen Parker","Scotland",6,3,69.57,"G",NA
"1618","Glen Piper","Scotland",2,NA,NA,"G",NA
"1619","Glen Quaich","Scotland",1,1,80,"D",NA
"1620","Glen Ranoch","Scotland",3,1,73,"F",NA
"1621","Glen Raven","Scotland",1,NA,NA,"G",NA
"1622","Glen Rhine","Switzerland",3,1,70,"F",NA
"1623","Glen Roger's","Scotland",6,1,72.5,"F",NA
"1624","Glen Rosa","Scotland",6,2,70.84,"F",NA
"1625","Glen Rossie","Scotland",4,1,77,"E",NA
"1626","Glen Rowan","Scotland",2,1,76,"E",NA
"1627","Glen Rowland","Scotland",1,NA,NA,"G",NA
"1628","Glen Russell","Scotland",2,1,50,"G",NA
"1629","Glen Sannox","Scotland",1,NA,NA,"G",NA
"1630","Glen Saunders","Scotland",2,1,79,"E",NA
"1631","Glen Scanlan","Scotland",13,7,62.57,"G",NA
"1632","Glen Scotia","Scotland",490,353,85.18,"C",NA
"1633","Glen Shee","Scotland",1,NA,NA,"G",NA
"1634","Glen Shira","Scotland",1,NA,NA,"G",NA
"1635","Glen Shodnya","",1,1,87.11,"C",NA
"1636","Glen Slitisa","Germany",6,3,75.83,"E",NA
"1637","Glen Sloy","Scotland",5,3,73.17,"F",NA
"1638","Glen Spey","Scotland",212,139,83.95,"D",NA
"1639","Glen Stuart","Scotland",NA,NA,NA,"G",NA
"1640","Glen Talloch","Scotland",10,8,66.46,"G",NA
"1641","Glen Thunder","United States",2,NA,NA,"G",NA
"1642","Glen Torness","Scotland",1,1,78,"E",NA
"1643","Glen Torran","Scotland",5,1,78,"E",NA
"1644","Glen Tosh","Scotland",1,NA,NA,"G",NA
"1645","Glen Turner","Scotland",21,15,76.49,"E",NA
"1646","Glen Urquhart","Scotland",3,1,84.67,"D",NA
"1647","Glen Usk","Scotland",1,NA,NA,"G",NA
"1648","Glen Vegan","Scotland",2,NA,NA,"G",NA
"1649","Glen Victory","Scotland",1,NA,NA,"G",NA
"1650","Glen'h","Scotland",1,1,73,"F",NA
"1651","Glenalba","Scotland",7,7,83.32,"D",NA
"1652","Glenallachie","Scotland",329,245,84.5,"D",NA
"1653","Glenalmond","Scotland",14,4,78.13,"E",NA
"1654","Glenandrew","Scotland",6,2,80.17,"D",NA
"1655","Glenbachie","Scotland",1,1,76.33,"E",NA
"1656","Glenbeg","Scotland",1,1,83,"D",NA
"1657","Glenberry","Scotland",6,1,78,"E",NA
"1658","Glenborrodale","Scotland",5,5,84.71,"D",NA
"1659","Glenbridge","Scotland",1,1,86,"C",NA
"1660","Glenburgie","Scotland",476,342,85.93,"C",NA
"1661","Glenburn","Scotland",1,1,85,"C",NA
"1662","Glencadam","Scotland",273,199,85.65,"C",NA
"1663","Glencoe","Scotland",10,7,84.29,"D",NA
"1664","Glencraig","Scotland",61,43,87.15,"C",NA
"1665","Glendalough","Ireland",20,17,79.43,"E",NA
"1666","Glendamore","Scotland",1,NA,NA,"G",NA
"1667","Glendarroch","Scotland",6,3,81.17,"D",NA
"1668","Glenderry Private Reserve","Scotland",3,NA,NA,"G",NA
"1669","Glendorris","Scotland",1,1,76,"E",NA
"1670","Glendower","Scotland",7,4,74.25,"F",NA
"1671","Glendramroc","Scotland",1,1,79,"E",NA
"1672","Glendronach","Scotland",1198,1032,87.96,"C",NA
"1673","Glendrostan","Scotland",5,2,75,"E",NA
"1674","Glendullan","Scotland",188,127,84.14,"D",NA
"1675","Gleneagles","Scotland",1,1,89,"C",NA
"1676","Glenesk","Scotland",81,55,86.39,"C",NA
"1677","Glenfairn","Scotland",6,1,83,"D",NA
"1678","Glenfairytales","Scotland",1,1,89.9,"C",NA
"1679","Glenfarclas","Scotland",1621,1172,88.3,"C",NA
"1680","Glenfiddich","Scotland",766,532,84.85,"D",NA
"1681","Glenforres","Scotland",8,3,69.25,"G",NA
"1682","Glenfoyle","Scotland",5,2,72.8,"F",NA
"1683","Glengannon","Scotland",2,1,74.5,"F",NA
"1684","Glengarrett","Scotland",4,1,70,"F",NA
"1685","Glengarry","Scotland",4,4,79.1,"E",NA
"1686","Glenglassaugh","Scotland",392,307,87.63,"C",NA
"1687","Glengoyne","Scotland",661,509,86.19,"C",NA
"1688","Glengyle","Scotland",NA,NA,NA,"G",NA
"1689","Glenham","Scotland",1,NA,NA,"G",NA
"1690","Glenisla","Scotland",8,7,83.08,"D",NA
"1691","Glenkenny","Scotland",1,1,61.67,"G",NA
"1692","Glenkinchie","Scotland",140,85,82.66,"D",NA
"1693","Glenleven","Scotland",7,4,82.69,"D",NA
"1694","Glenlivet","Scotland",1519,1114,86.53,"C",NA
"1695","Glenlochy","Scotland",100,71,89.43,"C",NA
"1696","Glenlogie","Scotland",2,NA,NA,"G",NA
"1697","Glenlomyn","Scotland",1,NA,NA,"G",NA
"1698","Glenlossie","Scotland",413,312,86.04,"C",NA
"1699","Glenluig","Scotland",2,2,66.25,"G",NA
"1700","Glenmark","Scotland",6,NA,NA,"G",NA
"1701","Glenmorangie","Scotland",566,403,85.38,"C",NA
"1702","Glenmore","",4,2,83.25,"D",NA
"1703","Glenmoriston","Scotland",2,1,84,"D",NA
"1704","Glenmoy","Scotland",1,1,81.26,"D",NA
"1705","Glenn","Sweden",1,1,83.07,"D",NA
"1706","Glenora","Canada",4,3,79.39,"E",NA
"1707","Glenpark","Scotland",2,2,81.42,"D",NA
"1708","Glenridell","Scotland",1,NA,NA,"G",NA
"1709","Glenroc","France",1,NA,NA,"G",NA
"1710","Glenrosa","Scotland",3,NA,NA,"G",NA
"1711","Glenrothes","Scotland",1275,941,85.97,"C",NA
"1712","Glenrowan","Scotland",1,1,85,"C",NA
"1713","Glens Extra","Scotland",2,2,87.5,"C",NA
"1714","Glensbury","Scotland",1,1,86,"C",NA
"1715","Glensheil","Scotland",1,1,86,"C",NA
"1716","GlenShiel","Scotland",3,NA,NA,"G",NA
"1717","Glenshire","Scotland",2,1,55,"G",NA
"1718","Glenside","Scotland",3,1,76,"E",NA
"1719","Glentauchers","Scotland",485,352,85.31,"C",NA
"1720","Glentime","Scotland",2,1,74,"F",NA
"1721","Glentoshan","Scotland",2,1,84.5,"D",NA
"1722","Glentromie","Scotland",3,3,82,"D",NA
"1723","Glenturret","Scotland",428,309,84.53,"D",NA
"1724","Glenugie","Scotland",116,81,88.1,"C",NA
"1725","Glenury Royal","Scotland",106,80,88.64,"C",NA
"1726","Glenwood","Scotland",3,1,86,"C",NA
"1727","Glina Whisky","Germany",13,5,72.6,"F",NA
"1728","Gloag's Perth Whisky","Scotland",1,1,90,"B",NA
"1729","Glorious Bastard","Scotland",1,1,79.86,"E",NA
"1730","Glorious Ginger","Scotland",1,1,87.18,"C",NA
"1731","Glynnevan","Canada",2,1,72,"F",NA
"1732","GMB","Scotland",1,NA,NA,"G",NA
"1733","Goalong Liquor","China",4,2,58,"G",NA
"1734","Goblin's peated Islay","Scotland",2,2,86.34,"C",NA
"1735","Golani","Israel",7,5,79.2,"E",NA
"1736","Gold Bar","United States",1,NA,NA,"G",NA
"1737","Gold Coach","United States",1,NA,NA,"G",NA
"1738","Gold Cock","Czech Republic",33,26,85.93,"C",NA
"1739","Gold Crown","Scotland",1,1,75.75,"E",NA
"1740","Gold Fusion","Belgium",2,2,86.53,"C",NA
"1741","Gold King Whisky","Japan",3,NA,NA,"G",NA
"1742","Gold King Whisky","Czech Republic",1,NA,NA,"G",NA
"1743","Gold Label","Scotland",1,NA,NA,"G",NA
"1744","Gold Lion","Scotland",1,NA,NA,"G",NA
"1745","Gold Medal","India",2,NA,NA,"G",NA
"1746","Gold Member","Scotland",1,NA,NA,"G",NA
"1747","Gold Ochsen","Germany",1,1,68.25,"G",NA
"1748","Gold River","Scotland",1,NA,NA,"G",NA
"1749","Gold Rush","Scotland",1,NA,NA,"G",NA
"1750","Gold Shot","Scotland",1,1,85,"C",NA
"1751","Gold Standard","Scotland",1,1,90,"B",NA
"1752","Gold Star","Scotland",3,1,72,"F",NA
"1753","Gold Wasser","Poland",1,NA,NA,"G",NA
"1754","Golden Age","Scotland",1,NA,NA,"G",NA
"1755","Golden Arms","France",1,NA,NA,"G",NA
"1756","Golden Boat","",1,NA,NA,"G",NA
"1757","Golden Crown","Scotland",1,NA,NA,"G",NA
"1758","Golden Dew","Scotland",1,1,59.67,"G",NA
"1759","Golden Distillery","United States",1,NA,NA,"G",NA
"1760","Golden Eagle","Scotland",4,1,81,"D",NA
"1761","Golden Goal","Scotland",1,NA,NA,"G",NA
"1762","Golden Grain","Scotland",5,5,89.8,"C",NA
"1763","Golden Harvest","Scotland",1,NA,NA,"G",NA
"1764","Golden Horse","Japan",9,5,82.13,"D",NA
"1765","Golden Loch","Scotland",2,2,67.5,"G",NA
"1766","Golden Oak","Nepal",1,1,65,"G",NA
"1767","Golden Pipe","Scotland",1,NA,NA,"G",NA
"1768","Golden Piper","Scotland",1,NA,NA,"G",NA
"1769","Golden Rare","Scotland",1,1,87.5,"C",NA
"1770","Golden Ribbon","Scotland",1,NA,NA,"G",NA
"1771","Golden River","Scotland",1,NA,NA,"G",NA
"1772","Golden Scanlan","Scotland",1,1,74,"F",NA
"1773","Golden Shoe","Scotland",5,2,55.42,"G",NA
"1774","Golden Spirit","Scotland",1,NA,NA,"G",NA
"1775","Golden Stag","Canada",1,1,60,"G",NA
"1776","Golden Sun","United States",1,NA,NA,"G",NA
"1777","Golden Velvet","Scotland",2,1,58,"G",NA
"1778","Golden Wedding","United States",2,NA,NA,"G",NA
"1779","Goldlys","Belgium",30,25,72.81,"F",NA
"1780","Gölles","Austria",2,1,81,"D",NA
"1781","Good Old Riedbacher","Germany",2,NA,NA,"G",NA
"1782","Gooderham & Worts Ltd.","Canada",8,5,83.37,"D",NA
"1783","Gooderham's","Canada",1,1,85.75,"C",NA
"1784","Gordon Highlander","Scotland",11,NA,NA,"G",NA
"1785","Gouden Carolus","Belgium",7,6,75.65,"E",NA
"1786","Governor's Cellar","Scotland",1,NA,NA,"G",NA
"1787","Grain","Scotland",3,3,79.7,"E",NA
"1788","Grain Scotch Whisky","Scotland",2,1,79,"E",NA
"1789","Grainiac","United States",1,1,78,"E",NA
"1790","Gran Old Peel","United States",1,NA,NA,"G",NA
"1791","Grand Alastair","Scotland",3,NA,NA,"G",NA
"1792","Grand Award","Canada",3,NA,NA,"G",NA
"1793","Grand Bark","Sweden",2,2,83.25,"D",NA
"1794","Grand Coronation","Scotland",1,NA,NA,"G",NA
"1795","Grand Duke","Scotland",2,NA,NA,"G",NA
"1796","Grand Dulky","Scotland",1,NA,NA,"G",NA
"1797","Grand Macnish","Scotland",22,6,72.25,"F",NA
"1798","Grand Old","Scotland",1,1,87,"C",NA
"1799","Grand Old Parr","Scotland",28,20,81.67,"D",NA
"1800","Grand Royal","Myanmar",3,2,78.63,"E",NA
"1801","Grand Scot","Scotland",1,1,76,"E",NA
"1802","Grand Traverse","United States",3,1,81.67,"D",NA
"1803","Grande Canadian","Canada",1,NA,NA,"G",NA
"1804","Grangestone","Scotland",10,3,72.07,"F",NA
"1805","Granit Destillerie","Austria",2,1,20.75,"G",NA
"1806","Grannie's","Scotland",1,NA,NA,"G",NA
"1807","Grant's","Scotland",97,46,74.77,"F",NA
"1808","Grant's Royal","Scotland",7,3,82,"D",NA
"1809","Grass Widow","United States",1,NA,NA,"G",NA
"1810","Grau's Legend","",1,NA,NA,"G",NA
"1811","Grayson","Scotland",1,NA,NA,"G",NA
"1812","Great Bargee","",1,NA,NA,"G",NA
"1813","Great Battle","Scotland",1,NA,NA,"G",NA
"1814","Great King Street","Scotland",14,10,84,"D",NA
"1815","Great Outback","Australia",2,1,75.25,"E",NA
"1816","Great Scots","Scotland",1,NA,NA,"G",NA
"1817","Green & White","Ireland",2,1,84,"D",NA
"1818","Green Douglas","Belgium",1,1,64.77,"G",NA
"1819","Green Label","United States",1,NA,NA,"G",NA
"1820","Green Land","Iceland",1,NA,NA,"G",NA
"1821","Green Meadows","Scotland",2,2,86.28,"C",NA
"1822","Green Park","Scotland",3,NA,NA,"G",NA
"1823","Green Spot","Ireland",13,10,82.89,"D",NA
"1824","Greenfield","Scotland",1,1,87,"C",NA
"1825","Greenore","Ireland",16,13,80.5,"D",NA
"1826","Gremil's Whisky","Switzerland",2,NA,NA,"G",NA
"1827","Grendel's","Scotland",8,2,84.84,"D",NA
"1828","Gretna Green","Scotland",1,NA,NA,"G",NA
"1829","Greyhound","",2,NA,NA,"G",NA
"1830","Gribhinneach","Scotland",1,1,87,"C",NA
"1831","Griersons No.1","Scotland",5,NA,NA,"G",NA
"1832","Griffin Ranch","United States",1,NA,NA,"G",NA
"1833","Griffo Distillery","United States",6,NA,NA,"G",NA
"1834","Grüner Hund","Germany",12,5,75.6,"E",NA
"1835","Gruwehewwel","Germany",4,3,88.95,"C",NA
"1836","Gryphon","Germany",1,1,72,"F",NA
"1837","Grythyttan","Sweden",21,9,81.76,"D",NA
"1838","Guard House","Canada",1,1,55,"G",NA
"1839","Guckenheimer","United States",3,NA,NA,"G",NA
"1840","Guglhof","Austria",12,7,73.52,"F",NA
"1841","Guillon","France",18,14,75.05,"E",NA
"1842","Gun Fighter","United States",3,2,84.84,"D",NA
"1843","Gunpowder","United States",1,NA,NA,"G",NA
"1844","Gutevin","Sweden",2,2,73.84,"F",NA
"1845","Gutshof Andres","Germany",1,NA,NA,"G",NA
"1846","GWD - Great West Distillers","Canada",1,NA,NA,"G",NA
"1847","Gwenroc","France",1,1,65,"G",NA
"1848","Haas","Germany",11,4,76.19,"E",NA
"1849","Habbel","Germany",2,1,53.33,"G",NA
"1850","Haeusler & Katsch","Germany",1,NA,NA,"G",NA
"1851","Hagen-Ruehli","Switzerland",12,4,80.25,"D",NA
"1852","Hågmoar","Austria",1,1,63.33,"G",NA
"1853","Haig","Scotland",50,28,78.91,"E",NA
"1854","Haig & Haig","Scotland",4,3,84.21,"D",NA
"1855","Hakushu","Japan",119,96,87.32,"C",NA
"1856","Hälge","Sweden",2,1,52.17,"G",NA
"1857","Haller's","United States",3,1,100,"A",NA
"1858","Halley's Comet","Scotland",1,NA,NA,"G",NA
"1859","Hallmark","Scotland",1,NA,NA,"G",NA
"1860","Hamashkeh","Scotland",1,NA,NA,"G",NA
"1861","Hamburg Malt","Germany",3,3,80.5,"D",NA
"1862","Hamilton","Canada",3,NA,NA,"G",NA
"1863","Hamilton's","Scotland",1,NA,NA,"G",NA
"1864","Hamiltons","Scotland",9,4,74.17,"F",NA
"1865","Hamlet of Marypark","Scotland",1,NA,NA,"G",NA
"1866","Hammer Head","Czech Republic",5,4,77.46,"E",NA
"1867","Hammer Village","Scotland",1,NA,NA,"G",NA
"1868","HammerFall","Scotland",2,2,81.39,"D",NA
"1869","Hancock's Reserve","United States",4,3,81.68,"D",NA
"1870","Hankey Bannister","Scotland",21,15,80.39,"D",NA
"1871","Hannisville","United States",2,1,92,"B",NA
"1872","Hanyu","Japan",149,136,88.99,"C",NA
"1873","Haran","Spain",1,1,77,"E",NA
"1874","Harley-Davidson Traef","Scotland",1,1,83,"D",NA
"1875","Harmony","Scotland",1,NA,NA,"G",NA
"1876","Harold Robertson's","Scotland",1,NA,NA,"G",NA
"1877","Harolds Club","United States",1,1,89.5,"C",NA
"1878","Harrier","South Africa",1,NA,NA,"G",NA
"1879","Harris & Tustin","Scotland",1,1,82.75,"D",NA
"1880","Harrods","Scotland",5,3,74.33,"F",NA
"1881","Harry's New York Bar","Scotland",NA,1,90,"B",NA
"1882","Hart's","Scotland",2,NA,NA,"G",NA
"1883","Hartfield & Co.","United States",3,NA,NA,"G",NA
"1884","Harvey's","Scotland",3,1,81.5,"D",NA
"1885","Harwood","Canada",3,1,70,"F",NA
"1886","Hatfield & McCoy","United States",NA,NA,NA,"G",NA
"1887","Hattfield","",1,NA,NA,"G",NA
"1888","Hayner","United States",1,NA,NA,"G",NA
"1889","Hazelburn","Scotland",177,125,85.5,"C",NA
"1890","Hazelgrove","Scotland",4,4,84.91,"D",NA
"1891","Hazelwood","Scotland",5,3,91.12,"B",NA
"1892","HBC","Scotland",1,1,76,"E",NA
"1893","HE8","Scotland",1,NA,NA,"G",NA
"1894","Headframe Spirits","United States",2,NA,NA,"G",NA
"1895","Heart of Kentucky","United States",1,1,80,"D",NA
"1896","Heart of Mystic","United States",1,NA,NA,"G",NA
"1897","Heart of Scotland","Scotland",1,NA,NA,"G",NA
"1898","Heartwood","Australia",34,13,87.71,"C",NA
"1899","Heather","Scotland",1,NA,NA,"G",NA
"1900","Heather & Peat","Scotland",1,1,85,"C",NA
"1901","Heather Dew","Scotland",5,2,66,"G",NA
"1902","Heathercrest","Scotland",1,NA,NA,"G",NA
"1903","Heathland Whisky","Austria",1,1,43,"G",NA
"1904","Heaven Hill","United States",82,43,83.92,"D",NA
"1905","Heaven's Door","United States",3,NA,NA,"G",NA
"1906","Heavily Peated ""L""","Scotland",2,1,72,"F",NA
"1907","Hebridean","Scotland",1,1,87.1,"C",NA
"1908","Hebridean Princess","Scotland",4,NA,NA,"G",NA
"1909","Hebrides","Scotland",2,1,92.5,"B",NA
"1910","Hedges & Butler","Scotland",12,9,81.78,"D",NA
"1911","Hedonism","Scotland",24,17,86.48,"C",NA
"1912","Heebie Jeebies","Scotland",1,NA,NA,"G",NA
"1913","Helios Whisky","Japan",1,1,73.75,"F",NA
"1914","Hell Fire","Switzerland",2,1,78.6,"E",NA
"1915","Hell-Cat Maggie","Ireland",1,1,69,"G",NA
"1916","Hellyers Road","Australia",28,14,80.23,"D",NA
"1917","Helsinki Distilling Company","Finland",7,5,75.4,"E",NA
"1918","Hemel","Netherlands",2,2,46,"G",NA
"1919","Henderson & Turnbull","Scotland",2,2,74.5,"F",NA
